# File S1. Bacterial ASV abundance table and taxonomic annotation for 28 coral colonies at baseline/control conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ICN_G01,ICN_G02,ICN_G03,ICN_G04,ICN_G05,ICN_G06,ICN_G07,AF_G01,AF_G02,AF_G03,AF_G04,AF_G05,AF_G06,AF_G07,ExT_G01,PrT_G01,ExT_G02,PrT_G02,ExT_G03,PrT_G03,ExT_G04,PrT_G04,ExT_G05,PrT_G05,ExT_G06,PrT_G06,ExT_G07,PrT_G07,Phylum,Class,Order,Family,Genus,Species
ASV3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
ASV3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,NA
ASV3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
ASV3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,NA
ASV3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Pyruvatibacter,NA
ASV3535,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASV3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
ASV3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
ASV3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA,NA
ASV3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
ASV3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
ASV3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea,NA
ASV3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,NA
ASV3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3546,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
ASV3547,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
ASV3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,NA
ASV3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
ASV3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ASV3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
ASV3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA,NA
ASV3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV3558,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,NA
ASV3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Frankiales,NA,NA,NA
ASV3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
ASV3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV3562,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,Subgroup_26,NA,NA,NA,NA
ASV3563,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV3564,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA,NA
ASV3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3566,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
ASV3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
ASV3569,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,JdFR-76,NA
ASV3571,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
ASV3572,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,NA,NA
ASV3575,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,NA,NA,NA
ASV3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,NA,NA,NA
ASV3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,NA
ASV3579,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,NA
ASV3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
ASV3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
ASV3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
ASV3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
ASV3584,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,NA,NA
ASV3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV3586,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
ASV3587,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
ASV3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,NA
ASV3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Pla3_lineage,NA,NA,NA,NA
ASV3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,NA
ASV3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,NA,NA,NA
ASV3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Gimesia,NA
ASV3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
ASV3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Chlamydiae,Chlamydiae,Chlamydiales,NA,NA,NA
ASV3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania,NA
ASV3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV3600,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV3601,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV3602,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,NA
ASV3603,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA
ASV3604,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,NA
ASV3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_9,NA
ASV3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAUC34f,NA,NA,NA,NA,NA
ASV3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA
ASV3609,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,NA
ASV3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA,NA
ASV3611,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA
ASV3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,NA
ASV3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ASV3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
ASV3616,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,NA
ASV3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
ASV3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
ASV3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
ASV3622,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,NA
ASV3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA,NA
ASV3625,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
ASV3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Collimonas,NA
ASV3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
ASV3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV3629,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,F9P41300-M23,NA,NA,NA
ASV3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
ASV3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,NA
ASV3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,NA
ASV3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio,NA
ASV3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3638,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,WN-HWB-116,NA,NA,NA
ASV3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV3641,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA
ASV3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,OM190,NA,NA,NA,NA
ASV3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV3645,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV3646,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,NA
ASV3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA,NA
ASV3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV3649,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,NA
ASV3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,NA
ASV3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA
ASV3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,NA
ASV3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
ASV3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
ASV3657,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dependentiae,Babeliae,Babeliales,UBA12409,NA,NA
ASV3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,NA
